base_seed,evidence_scope,exact_quantum_quality,finite_shot_parameter_search,full_algorithm_loop_covered,measurement_contract,measurement_groups,native_quality,outer_optimizer_sampling,quality_gap_median,quality_pass_probability,quality_tolerance,replicates,same_record_quality_shot_trace,sampled_quality_median,seed,shots,source_path,source_record_id,workload
17,physically_measurable_variant_not_same_feature_map,0.65625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.3359375,0.0,0.02,12,False,0.6640625,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17,ml
17,physically_measurable_variant_not_same_feature_map,0.65625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.328125,0.0,0.02,12,False,0.671875,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17,ml
17,physically_measurable_variant_not_same_feature_map,0.65625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.34375,0.0,0.02,12,False,0.65625,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed17,ml
23,physically_measurable_variant_not_same_feature_map,0.75,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.234375,0.0,0.02,12,False,0.765625,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23,ml
23,physically_measurable_variant_not_same_feature_map,0.75,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.25,0.0,0.02,12,False,0.75,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23,ml
23,physically_measurable_variant_not_same_feature_map,0.75,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.25,0.0,0.02,12,False,0.75,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed23,ml
31,physically_measurable_variant_not_same_feature_map,0.765625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.25,0.0,0.02,12,False,0.75,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31,ml
31,physically_measurable_variant_not_same_feature_map,0.765625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.234375,0.0,0.02,12,False,0.765625,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31,ml
31,physically_measurable_variant_not_same_feature_map,0.765625,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.234375,0.0,0.02,12,False,0.765625,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed31,ml
43,physically_measurable_variant_not_same_feature_map,0.671875,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.34375,0.0,0.02,12,False,0.65625,43,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43,ml
43,physically_measurable_variant_not_same_feature_map,0.671875,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.328125,0.0,0.02,12,False,0.671875,43,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43,ml
43,physically_measurable_variant_not_same_feature_map,0.671875,,True,computational-basis Z/nearest-neighbor-ZZ features with retrained softmax head,,1.0,,0.328125,0.0,0.02,12,False,0.671875,43,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43.json,practical_strongnative_32node_large128c0c127_20260704060230_c21_ml_digits_c0v1v2_256s_8q_d2_r0_seed43,ml
17,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.007880456530472757,0.5833333333333334,0.01,12,True,-1.8520603544572987,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17,chemistry
17,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.0018858304003299686,1.0,0.01,12,True,-1.8574655168850835,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17,chemistry
17,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.0012592371253826729,1.0,0.01,12,True,-1.8568015728288487,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c3_chem_h2_l1_grid33_r0_seed17,chemistry
17,same_record_fixed_parameter_output,-1.348374783094903,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.3602934764238307,0.0,0.01,12,True,-1.3454394161290715,17,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17,chemistry
17,same_record_fixed_parameter_output,-1.348374783094903,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.3604557753478801,0.0,0.01,12,True,-1.345277117205022,17,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17,chemistry
17,same_record_fixed_parameter_output,-1.348374783094903,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.3574376636390265,0.0,0.01,12,True,-1.3482952289138757,17,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17.json,practical_strongnative_32node_large128c0c127_20260704060230_c6_chem_4q_l1_grid17_r0_seed17,chemistry
23,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.015460608603972692,0.3333333333333333,0.01,12,True,-1.8698132097377367,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23,chemistry
23,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.001946937338359711,1.0,0.01,12,True,-1.85831456726214,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23,chemistry
23,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.0012190232899128572,1.0,0.01,12,True,-1.8566655253668753,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c17_chem_h2_l1_grid33_r0_seed23,chemistry
23,same_record_fixed_parameter_output,-1.2281036714213254,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.4822279321513899,0.0,0.01,12,True,-1.2235049604015122,23,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23,chemistry
23,same_record_fixed_parameter_output,-1.2281036714213254,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.4762076027684642,0.0,0.01,12,True,-1.229525289784438,23,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23,chemistry
23,same_record_fixed_parameter_output,-1.2281036714213254,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.4769385900423736,0.0,0.01,12,True,-1.2287943025105283,23,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23.json,practical_strongnative_32node_large128c0c127_20260704060230_c18_chem_4q_l1_grid9_r0_seed23,chemistry
31,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.011564036512485165,0.4166666666666667,0.01,12,True,-1.8639101433688405,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31,chemistry
31,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.00364505962272621,1.0,0.01,12,True,-1.854869917227218,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31,chemistry
31,same_record_fixed_parameter_output,-1.8569734051608102,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,2,-1.85727503020238,not covered,0.0009257747017789031,1.0,0.01,12,True,-1.8580180433866786,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c31_chem_h2_l1_grid33_r0_seed31,chemistry
31,same_record_fixed_parameter_output,-1.4525824609769271,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.26442903114559235,0.0,0.01,12,True,-1.4413038614073097,31,1000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31,chemistry
31,same_record_fixed_parameter_output,-1.4525824609769271,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.25716682449461137,0.0,0.01,12,True,-1.4485660680582906,31,10000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31,chemistry
31,same_record_fixed_parameter_output,-1.4525824609769271,,False,QWC Pauli-energy sampling with coefficient-L1 shot allocation,3,-1.705732892552902,not covered,0.25332425836111105,0.0,0.01,12,True,-1.452408634191791,31,100000,data/raw/perlmutter/practical_suite_sweep/practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31.json,practical_strongnative_32node_large128c0c127_20260704060230_c39_chem_4q_l2_grid9_r0_seed31,chemistry
